simulationDuration,deposit,initialPropertyValue,propertyValueYearlyIncrease,mortgageTerm,mortgageInterestRate,initialMonthlyRentPrice,rentPriceYearlyIncrease,savingsInterestRate,delta
5,30000,200000,0.025,25,0.05,1200,0.03,0.05,56007.654315631586254890054617
