mortgageInterestRate,propertyValueYearlyIncrease,initialMonthlyRentPrice,delta
0.14,0.11,1600,109976.14529374877302587277033
0.14,0.11,1700,117175.95758026620387523866051
0.14,0.11,1800,124375.76986678363472460455069
0.14,0.11,1900,131575.58215330106557397044088
0.14,0.11,2000,138775.39443981849642333633106
0.14,0.12,500,46234.91576205703368284797831
0.14,0.12,600,53434.72804857446453221386848
0.14,0.12,700,60634.54033509189538157975865
0.14,0.12,800,67834.35262160932623094564885
0.14,0.12,900,75034.16490812675708031153903
0.14,0.12,1000,82233.97719464418792967742922
0.14,0.12,1100,89433.78948116161877904331938
0.14,0.12,1200,96633.60176767904962840920958
0.14,0.12,1300,103833.41405419648047777509978
0.14,0.12,1400,111033.22634071391132714098996
0.14,0.12,1500,118233.03862723134217650688014
0.14,0.12,1600,125432.85091374877302587277033
0.14,0.12,1700,132632.66320026620387523866051
0.14,0.12,1800,139832.47548678363472460455069
0.14,0.12,1900,147032.28777330106557397044088
0.14,0.12,2000,154232.10005981849642333633106
0.14,0.13,500,62253.61498205703368284797831
0.14,0.13,600,69453.42726857446453221386848
0.14,0.13,700,76653.23955509189538157975865
0.14,0.13,800,83853.05184160932623094564885
0.14,0.13,900,91052.86412812675708031153903
0.14,0.13,1000,98252.67641464418792967742922
0.14,0.13,1100,105452.48870116161877904331938
0.14,0.13,1200,112652.30098767904962840920958
0.14,0.13,1300,119852.11327419648047777509978
0.14,0.13,1400,127051.92556071391132714098996
0.14,0.13,1500,134251.73784723134217650688014
0.14,0.13,1600,141451.55013374877302587277033
0.14,0.13,1700,148651.36242026620387523866051
0.14,0.13,1800,155851.17470678363472460455069
0.14,0.13,1900,163050.98699330106557397044088
0.14,0.13,2000,170250.79927981849642333633106
0.14,0.14,500,78849.49560205703368284797831
0.14,0.14,600,86049.30788857446453221386848
0.14,0.14,700,93249.12017509189538157975865
0.14,0.14,800,100448.93246160932623094564885
0.14,0.14,900,107648.74474812675708031153903
0.14,0.14,1000,114848.55703464418792967742922
0.14,0.14,1100,122048.36932116161877904331938
0.14,0.14,1200,129248.18160767904962840920958
0.14,0.14,1300,136447.99389419648047777509978
0.14,0.14,1400,143647.80618071391132714098996
0.14,0.14,1500,150847.61846723134217650688014
0.14,0.14,1600,158047.43075374877302587277033
0.14,0.14,1700,165247.24304026620387523866051
0.14,0.14,1800,172447.05532678363472460455069
0.14,0.14,1900,179646.86761330106557397044088
0.14,0.14,2000,186846.67989981849642333633106
0.14,0.15,500,96038.01662205703368284797831
0.14,0.15,600,103237.82890857446453221386848
0.14,0.15,700,110437.64119509189538157975865
0.14,0.15,800,117637.45348160932623094564885
0.14,0.15,900,124837.26576812675708031153903
0.14,0.15,1000,132037.07805464418792967742922
0.14,0.15,1100,139236.89034116161877904331938
0.14,0.15,1200,146436.70262767904962840920958
0.14,0.15,1300,153636.51491419648047777509978
0.14,0.15,1400,160836.32720071391132714098996
0.14,0.15,1500,168036.13948723134217650688014
0.14,0.15,1600,175235.95177374877302587277033
0.14,0.15,1700,182435.76406026620387523866051
0.14,0.15,1800,189635.57634678363472460455069
0.14,0.15,1900,196835.38863330106557397044088
0.14,0.15,2000,204035.20091981849642333633106
0.15,-0.15,500,-227195.52937480241195026365021
0.15,-0.15,600,-219995.71708828498110089776004
0.15,-0.15,700,-212795.90480176755025153186984
0.15,-0.15,800,-205596.09251525011940216597964
0.15,-0.15,900,-198396.28022873268855280008947
0.15,-0.15,1000,-191196.46794221525770343419933
0.15,-0.15,1100,-183996.65565569782685406830911
0.15,-0.15,1200,-176796.84336918039600470241891
0.15,-0.15,1300,-169597.03108266296515533652873
0.15,-0.15,1400,-162397.21879614553430597063856
0.15,-0.15,1500,-155197.40650962810345660474837
0.15,-0.15,1600,-147997.59422311067260723885818
0.15,-0.15,1700,-140797.78193659324175787296800
0.15,-0.15,1800,-133597.96965007581090850707782
0.15,-0.15,1900,-126398.15736355838005914118763
0.15,-0.15,2000,-119198.34507704094920977529745
0.15,-0.14,500,-221851.18835480241195026365021
0.15,-0.14,600,-214651.37606828498110089776004
0.15,-0.14,700,-207451.56378176755025153186984
0.15,-0.14,800,-200251.75149525011940216597964
0.15,-0.14,900,-193051.93920873268855280008947
0.15,-0.14,1000,-185852.12692221525770343419933
0.15,-0.14,1100,-178652.31463569782685406830911
0.15,-0.14,1200,-171452.50234918039600470241891
0.15,-0.14,1300,-164252.69006266296515533652873
0.15,-0.14,1400,-157052.87777614553430597063856
0.15,-0.14,1500,-149853.06548962810345660474837
0.15,-0.14,1600,-142653.25320311067260723885818
0.15,-0.14,1700,-135453.44091659324175787296800
0.15,-0.14,1800,-128253.62863007581090850707782
0.15,-0.14,1900,-121053.81634355838005914118763
0.15,-0.14,2000,-113854.00405704094920977529745
0.15,-0.13,500,-216252.40773480241195026365021
0.15,-0.13,600,-209052.59544828498110089776004
0.15,-0.13,700,-201852.78316176755025153186984
0.15,-0.13,800,-194652.97087525011940216597964
0.15,-0.13,900,-187453.15858873268855280008947
0.15,-0.13,1000,-180253.34630221525770343419933
0.15,-0.13,1100,-173053.53401569782685406830911
0.15,-0.13,1200,-165853.72172918039600470241891
0.15,-0.13,1300,-158653.90944266296515533652873
0.15,-0.13,1400,-151454.09715614553430597063856
0.15,-0.13,1500,-144254.28486962810345660474837
0.15,-0.13,1600,-137054.47258311067260723885818
0.15,-0.13,1700,-129854.66029659324175787296800
0.15,-0.13,1800,-122654.84801007581090850707782
0.15,-0.13,1900,-115455.03572355838005914118763
0.15,-0.13,2000,-108255.22343704094920977529745
0.15,-0.12,500,-210390.20851480241195026365021
0.15,-0.12,600,-203190.39622828498110089776004
0.15,-0.12,700,-195990.58394176755025153186984
0.15,-0.12,800,-188790.77165525011940216597964
0.15,-0.12,900,-181590.95936873268855280008947
0.15,-0.12,1000,-174391.14708221525770343419933
0.15,-0.12,1100,-167191.33479569782685406830911
0.15,-0.12,1200,-159991.52250918039600470241891
0.15,-0.12,1300,-152791.71022266296515533652873
0.15,-0.12,1400,-145591.89793614553430597063856
0.15,-0.12,1500,-138392.08564962810345660474837
0.15,-0.12,1600,-131192.27336311067260723885818
0.15,-0.12,1700,-123992.46107659324175787296800
0.15,-0.12,1800,-116792.64879007581090850707782
0.15,-0.12,1900,-109592.83650355838005914118763
0.15,-0.12,2000,-102393.02421704094920977529745
0.15,-0.11,500,-204255.40289480241195026365021
0.15,-0.11,600,-197055.59060828498110089776004
0.15,-0.11,700,-189855.77832176755025153186984
0.15,-0.11,800,-182655.96603525011940216597964
0.15,-0.11,900,-175456.15374873268855280008947
0.15,-0.11,1000,-168256.34146221525770343419933
0.15,-0.11,1100,-161056.52917569782685406830911
0.15,-0.11,1200,-153856.71688918039600470241891
0.15,-0.11,1300,-146656.90460266296515533652873
0.15,-0.11,1400,-139457.09231614553430597063856
0.15,-0.11,1500,-132257.28002962810345660474837
0.15,-0.11,1600,-125057.46774311067260723885818
0.15,-0.11,1700,-117857.65545659324175787296800
0.15,-0.11,1800,-110657.84317007581090850707782
0.15,-0.11,1900,-103458.03088355838005914118763
0.15,-0.11,2000,-96258.21859704094920977529745
0.15,-0.10,500,-197838.59187480241195026365021
0.15,-0.10,600,-190638.77958828498110089776004
0.15,-0.10,700,-183438.96730176755025153186984
0.15,-0.10,800,-176239.15501525011940216597964
0.15,-0.10,900,-169039.34272873268855280008947
0.15,-0.10,1000,-161839.53044221525770343419933
0.15,-0.10,1100,-154639.71815569782685406830911
0.15,-0.10,1200,-147439.90586918039600470241891
0.15,-0.10,1300,-140240.09358266296515533652873
0.15,-0.10,1400,-133040.28129614553430597063856
0.15,-0.10,1500,-125840.46900962810345660474837
0.15,-0.10,1600,-118640.65672311067260723885818
0.15,-0.10,1700,-111440.84443659324175787296800
0.15,-0.10,1800,-104241.03215007581090850707782
0.15,-0.10,1900,-97041.21986355838005914118763
0.15,-0.10,2000,-89841.40757704094920977529745
0.15,-0.09,500,-191130.16285480241195026365021
0.15,-0.09,600,-183930.35056828498110089776004
0.15,-0.09,700,-176730.53828176755025153186984
0.15,-0.09,800,-169530.72599525011940216597964
0.15,-0.09,900,-162330.91370873268855280008947
0.15,-0.09,1000,-155131.10142221525770343419933
0.15,-0.09,1100,-147931.28913569782685406830911
0.15,-0.09,1200,-140731.47684918039600470241891
0.15,-0.09,1300,-133531.66456266296515533652873
0.15,-0.09,1400,-126331.85227614553430597063856
0.15,-0.09,1500,-119132.03998962810345660474837
0.15,-0.09,1600,-111932.22770311067260723885818
0.15,-0.09,1700,-104732.41541659324175787296800
0.15,-0.09,1800,-97532.60313007581090850707782
0.15,-0.09,1900,-90332.79084355838005914118763
0.15,-0.09,2000,-83132.97855704094920977529745
0.15,-0.08,500,-184120.28723480241195026365021
0.15,-0.08,600,-176920.47494828498110089776004
0.15,-0.08,700,-169720.66266176755025153186984
0.15,-0.08,800,-162520.85037525011940216597964
0.15,-0.08,900,-155321.03808873268855280008947
0.15,-0.08,1000,-148121.22580221525770343419933
0.15,-0.08,1100,-140921.41351569782685406830911
0.15,-0.08,1200,-133721.60122918039600470241891
0.15,-0.08,1300,-126521.78894266296515533652873
0.15,-0.08,1400,-119321.97665614553430597063856
0.15,-0.08,1500,-112122.16436962810345660474837
0.15,-0.08,1600,-104922.35208311067260723885818
0.15,-0.08,1700,-97722.53979659324175787296800
0.15,-0.08,1800,-90522.72751007581090850707782
0.15,-0.08,1900,-83322.91522355838005914118763
0.15,-0.08,2000,-76123.102937040949209775297447
0.15,-0.07,500,-176798.91801480241195026365021
0.15,-0.07,600,-169599.10572828498110089776004
0.15,-0.07,700,-162399.29344176755025153186984
0.15,-0.07,800,-155199.48115525011940216597964
0.15,-0.07,900,-147999.66886873268855280008947
0.15,-0.07,1000,-140799.85658221525770343419933
0.15,-0.07,1100,-133600.04429569782685406830911
0.15,-0.07,1200,-126400.23200918039600470241891
0.15,-0.07,1300,-119200.41972266296515533652873
0.15,-0.07,1400,-112000.60743614553430597063856
0.15,-0.07,1500,-104800.79514962810345660474837
0.15,-0.07,1600,-97600.98286311067260723885818
0.15,-0.07,1700,-90401.17057659324175787296800
0.15,-0.07,1800,-83201.35829007581090850707782
0.15,-0.07,1900,-76001.546003558380059141187634
0.15,-0.07,2000,-68801.733717040949209775297447
0.15,-0.06,500,-169155.78739480241195026365021
0.15,-0.06,600,-161955.97510828498110089776004
0.15,-0.06,700,-154756.16282176755025153186984
0.15,-0.06,800,-147556.35053525011940216597964
0.15,-0.06,900,-140356.53824873268855280008947
0.15,-0.06,1000,-133156.72596221525770343419933
0.15,-0.06,1100,-125956.91367569782685406830911
0.15,-0.06,1200,-118757.10138918039600470241891
0.15,-0.06,1300,-111557.28910266296515533652873
0.15,-0.06,1400,-104357.47681614553430597063856
0.15,-0.06,1500,-97157.66452962810345660474837
0.15,-0.06,1600,-89957.85224311067260723885818
0.15,-0.06,1700,-82758.03995659324175787296800
0.15,-0.06,1800,-75558.227670075810908507077815
0.15,-0.06,1900,-68358.415383558380059141187634
0.15,-0.06,2000,-61158.603097040949209775297447
0.15,-0.05,500,-161180.40437480241195026365021
0.15,-0.05,600,-153980.59208828498110089776004
0.15,-0.05,700,-146780.77980176755025153186984
0.15,-0.05,800,-139580.96751525011940216597964
0.15,-0.05,900,-132381.15522873268855280008947
0.15,-0.05,1000,-125181.34294221525770343419933
0.15,-0.05,1100,-117981.53065569782685406830911
0.15,-0.05,1200,-110781.71836918039600470241891
0.15,-0.05,1300,-103581.90608266296515533652873
0.15,-0.05,1400,-96382.09379614553430597063856
0.15,-0.05,1500,-89182.28150962810345660474837
0.15,-0.05,1600,-81982.46922311067260723885818
0.15,-0.05,1700,-74782.656936593241757872968001
0.15,-0.05,1800,-67582.844650075810908507077815
0.15,-0.05,1900,-60383.032363558380059141187634
0.15,-0.05,2000,-53183.220077040949209775297447
0.15,-0.04,500,-152862.05235480241195026365021
0.15,-0.04,600,-145662.24006828498110089776004
0.15,-0.04,700,-138462.42778176755025153186984
0.15,-0.04,800,-131262.61549525011940216597964
0.15,-0.04,900,-124062.80320873268855280008947
0.15,-0.04,1000,-116862.99092221525770343419933
0.15,-0.04,1100,-109663.17863569782685406830911
0.15,-0.04,1200,-102463.36634918039600470241891
0.15,-0.04,1300,-95263.55406266296515533652873
0.15,-0.04,1400,-88063.74177614553430597063856
0.15,-0.04,1500,-80863.92948962810345660474837
0.15,-0.04,1600,-73664.117203110672607238858183
0.15,-0.04,1700,-66464.304916593241757872968001
0.15,-0.04,1800,-59264.492630075810908507077815
0.15,-0.04,1900,-52064.680343558380059141187634
0.15,-0.04,2000,-44864.868057040949209775297447
0.15,-0.03,500,-144189.78673480241195026365021
0.15,-0.03,600,-136989.97444828498110089776004
0.15,-0.03,700,-129790.16216176755025153186984
0.15,-0.03,800,-122590.34987525011940216597964
0.15,-0.03,900,-115390.53758873268855280008947
0.15,-0.03,1000,-108190.72530221525770343419933
0.15,-0.03,1100,-100990.91301569782685406830911
0.15,-0.03,1200,-93791.10072918039600470241891
0.15,-0.03,1300,-86591.28844266296515533652873
0.15,-0.03,1400,-79391.47615614553430597063856
0.15,-0.03,1500,-72191.663869628103456604748368
0.15,-0.03,1600,-64991.851583110672607238858183
0.15,-0.03,1700,-57792.039296593241757872968001
0.15,-0.03,1800,-50592.227010075810908507077815
0.15,-0.03,1900,-43392.414723558380059141187634
0.15,-0.03,2000,-36192.602437040949209775297447
0.15,-0.02,500,-135152.43251480241195026365021
0.15,-0.02,600,-127952.62022828498110089776004
0.15,-0.02,700,-120752.80794176755025153186984
0.15,-0.02,800,-113552.99565525011940216597964
0.15,-0.02,900,-106353.18336873268855280008947
0.15,-0.02,1000,-99153.37108221525770343419933
0.15,-0.02,1100,-91953.55879569782685406830911
0.15,-0.02,1200,-84753.74650918039600470241891
0.15,-0.02,1300,-77553.93422266296515533652873
0.15,-0.02,1400,-70354.12193614553430597063856
0.15,-0.02,1500,-63154.309649628103456604748368
0.15,-0.02,1600,-55954.497363110672607238858183
0.15,-0.02,1700,-48754.685076593241757872968001
0.15,-0.02,1800,-41554.872790075810908507077815
0.15,-0.02,1900,-34355.060503558380059141187634
0.15,-0.02,2000,-27155.248217040949209775297447
0.15,-0.01,500,-125738.58189480241195026365021
0.15,-0.01,600,-118538.76960828498110089776004
0.15,-0.01,700,-111338.95732176755025153186984
0.15,-0.01,800,-104139.14503525011940216597964
0.15,-0.01,900,-96939.33274873268855280008947
0.15,-0.01,1000,-89739.52046221525770343419933
0.15,-0.01,1100,-82539.70817569782685406830911
0.15,-0.01,1200,-75339.89588918039600470241891
0.15,-0.01,1300,-68140.08360266296515533652873
0.15,-0.01,1400,-60940.27131614553430597063856
0.15,-0.01,1500,-53740.459029628103456604748368
0.15,-0.01,1600,-46540.646743110672607238858183
0.15,-0.01,1700,-39340.834456593241757872968001
0.15,-0.01,1800,-32141.022170075810908507077815
0.15,-0.01,1900,-24941.209883558380059141187634
0.15,-0.01,2000,-17741.397597040949209775297447
0.15,0.00,500,-115936.59187480241195026365021
0.15,0.00,600,-108736.77958828498110089776004
0.15,0.00,700,-101536.96730176755025153186984
0.15,0.00,800,-94337.15501525011940216597964
0.15,0.00,900,-87137.34272873268855280008947
0.15,0.00,1000,-79937.53044221525770343419933
0.15,0.00,1100,-72737.71815569782685406830911
0.15,0.00,1200,-65537.90586918039600470241891
0.15,0.00,1300,-58338.09358266296515533652873
0.15,0.00,1400,-51138.28129614553430597063856
0.15,0.00,1500,-43938.469009628103456604748368
0.15,0.00,1600,-36738.656723110672607238858183
0.15,0.00,1700,-29538.844436593241757872968001
0.15,0.00,1800,-22339.032150075810908507077815
0.15,0.00,1900,-15139.219863558380059141187634
0.15,0.00,2000,-7939.407577040949209775297447
0.15,0.01,500,-105734.58185480241195026365021
0.15,0.01,600,-98534.76956828498110089776004
0.15,0.01,700,-91334.95728176755025153186984
0.15,0.01,800,-84135.14499525011940216597964
0.15,0.01,900,-76935.33270873268855280008947
0.15,0.01,1000,-69735.52042221525770343419933
0.15,0.01,1100,-62535.70813569782685406830911
0.15,0.01,1200,-55335.89584918039600470241891
0.15,0.01,1300,-48136.08356266296515533652873
0.15,0.01,1400,-40936.27127614553430597063856
0.15,0.01,1500,-33736.458989628103456604748368
0.15,0.01,1600,-26536.646703110672607238858183
0.15,0.01,1700,-19336.834416593241757872968001
0.15,0.01,1800,-12137.022130075810908507077815
0.15,0.01,1900,-4937.209843558380059141187634
0.15,0.01,2000,2262.602442959050790224702553
0.15,0.02,500,-95120.43123480241195026365021
0.15,0.02,600,-87920.61894828498110089776004
0.15,0.02,700,-80720.80666176755025153186984
0.15,0.02,800,-73520.99437525011940216597964
0.15,0.02,900,-66321.18208873268855280008947
0.15,0.02,1000,-59121.36980221525770343419933
0.15,0.02,1100,-51921.55751569782685406830911
0.15,0.02,1200,-44721.74522918039600470241891
0.15,0.02,1300,-37521.93294266296515533652873
0.15,0.02,1400,-30322.12065614553430597063856
0.15,0.02,1500,-23122.308369628103456604748368
0.15,0.02,1600,-15922.496083110672607238858183
0.15,0.02,1700,-8722.683796593241757872968001
0.15,0.02,1800,-1522.871510075810908507077815
0.15,0.02,1900,5676.940776441619940858812366
0.15,0.02,2000,12876.753062959050790224702553
0.15,0.03,500,-84081.77701480241195026365021
0.15,0.03,600,-76881.96472828498110089776004
0.15,0.03,700,-69682.15244176755025153186984
0.15,0.03,800,-62482.34015525011940216597964
0.15,0.03,900,-55282.52786873268855280008947
0.15,0.03,1000,-48082.71558221525770343419933
0.15,0.03,1100,-40882.90329569782685406830911
0.15,0.03,1200,-33683.09100918039600470241891
0.15,0.03,1300,-26483.27872266296515533652873
0.15,0.03,1400,-19283.46643614553430597063856
0.15,0.03,1500,-12083.654149628103456604748368
0.15,0.03,1600,-4883.841863110672607238858183
0.15,0.03,1700,2315.970423406758242127031999
0.15,0.03,1800,9515.782709924189091492922185
0.15,0.03,1900,16715.594996441619940858812366
0.15,0.03,2000,23915.407282959050790224702553
0.15,0.04,500,-72606.01139480241195026365021
0.15,0.04,600,-65406.19910828498110089776004
0.15,0.04,700,-58206.38682176755025153186984
0.15,0.04,800,-51006.57453525011940216597964
0.15,0.04,900,-43806.76224873268855280008947
0.15,0.04,1000,-36606.94996221525770343419933
0.15,0.04,1100,-29407.13767569782685406830911
0.15,0.04,1200,-22207.32538918039600470241891
0.15,0.04,1300,-15007.51310266296515533652873
0.15,0.04,1400,-7807.70081614553430597063856
0.15,0.04,1500,-607.888529628103456604748368
0.15,0.04,1600,6591.923756889327392761141817
0.15,0.04,1700,13791.736043406758242127031999
0.15,0.04,1800,20991.548329924189091492922185
0.15,0.04,1900,28191.360616441619940858812366
0.15,0.04,2000,35391.172902959050790224702553
0.15,0.05,500,-60680.27937480241195026365021
0.15,0.05,600,-53480.46708828498110089776004
0.15,0.05,700,-46280.65480176755025153186984
0.15,0.05,800,-39080.84251525011940216597964
0.15,0.05,900,-31881.03022873268855280008947
0.15,0.05,1000,-24681.21794221525770343419933
0.15,0.05,1100,-17481.40565569782685406830911
0.15,0.05,1200,-10281.59336918039600470241891
0.15,0.05,1300,-3081.78108266296515533652873
0.15,0.05,1400,4118.03120385446569402936144
0.15,0.05,1500,11317.843490371896543395251632
0.15,0.05,1600,18517.655776889327392761141817
0.15,0.05,1700,25717.468063406758242127031999
0.15,0.05,1800,32917.280349924189091492922185
0.15,0.05,1900,40117.092636441619940858812366
0.15,0.05,2000,47316.904922959050790224702553
0.15,0.06,500,-48291.47635480241195026365021
0.15,0.06,600,-41091.66406828498110089776004
0.15,0.06,700,-33891.85178176755025153186984
0.15,0.06,800,-26692.03949525011940216597964
0.15,0.06,900,-19492.22720873268855280008947
0.15,0.06,1000,-12292.41492221525770343419933
0.15,0.06,1100,-5092.60263569782685406830911
0.15,0.06,1200,2107.20965081960399529758109
0.15,0.06,1300,9307.02193733703484466347127
0.15,0.06,1400,16506.83422385446569402936144
0.15,0.06,1500,23706.646510371896543395251632
0.15,0.06,1600,30906.458796889327392761141817
0.15,0.06,1700,38106.271083406758242127031999
0.15,0.06,1800,45306.083369924189091492922185
0.15,0.06,1900,52505.895656441619940858812366
0.15,0.06,2000,59705.707942959050790224702553
0.15,0.07,500,-35426.24573480241195026365021
0.15,0.07,600,-28226.43344828498110089776004
0.15,0.07,700,-21026.62116176755025153186984
0.15,0.07,800,-13826.80887525011940216597964
0.15,0.07,900,-6626.99658873268855280008947
0.15,0.07,1000,572.81569778474229656580067
0.15,0.07,1100,7772.62798430217314593169089
0.15,0.07,1200,14972.44027081960399529758109
0.15,0.07,1300,22172.25255733703484466347127
0.15,0.07,1400,29372.06484385446569402936144
0.15,0.07,1500,36571.877130371896543395251632
0.15,0.07,1600,43771.689416889327392761141817
0.15,0.07,1700,50971.501703406758242127031999
0.15,0.07,1800,58171.313989924189091492922185
0.15,0.07,1900,65371.126276441619940858812366
0.15,0.07,2000,72570.938562959050790224702553
0.15,0.08,500,-22070.97651480241195026365021
0.15,0.08,600,-14871.16422828498110089776004
0.15,0.08,700,-7671.35194176755025153186984
0.15,0.08,800,-471.53965525011940216597964
0.15,0.08,900,6728.27263126731144719991053
0.15,0.08,1000,13928.08491778474229656580067
0.15,0.08,1100,21127.89720430217314593169089
0.15,0.08,1200,28327.70949081960399529758109
0.15,0.08,1300,35527.52177733703484466347127
0.15,0.08,1400,42727.33406385446569402936144
0.15,0.08,1500,49927.146350371896543395251632
0.15,0.08,1600,57126.958636889327392761141817
0.15,0.08,1700,64326.770923406758242127031999
0.15,0.08,1800,71526.583209924189091492922185
0.15,0.08,1900,78726.395496441619940858812366
0.15,0.08,2000,85926.20778295905079022470255
0.15,0.09,500,-8211.80089480241195026365021
0.15,0.09,600,-1011.98860828498110089776004
0.15,0.09,700,6187.82367823244974846813016
0.15,0.09,800,13387.63596474988059783402036
0.15,0.09,900,20587.44825126731144719991053
0.15,0.09,1000,27787.26053778474229656580067
0.15,0.09,1100,34987.07282430217314593169089
0.15,0.09,1200,42186.88511081960399529758109
0.15,0.09,1300,49386.69739733703484466347127
0.15,0.09,1400,56586.50968385446569402936144
0.15,0.09,1500,63786.321970371896543395251632
0.15,0.09,1600,70986.134256889327392761141817
0.15,0.09,1700,78185.946543406758242127031999
0.15,0.09,1800,85385.75882992418909149292218
0.15,0.09,1900,92585.57111644161994085881237
0.15,0.09,2000,99785.38340295905079022470255
0.15,0.10,500,6165.40812519758804973634979
0.15,0.10,600,13365.22041171501889910223996
0.15,0.10,700,20565.03269823244974846813016
0.15,0.10,800,27764.84498474988059783402036
0.15,0.10,900,34964.65727126731144719991053
0.15,0.10,1000,42164.46955778474229656580067
0.15,0.10,1100,49364.28184430217314593169089
0.15,0.10,1200,56564.09413081960399529758109
0.15,0.10,1300,63763.90641733703484466347127
0.15,0.10,1400,70963.71870385446569402936144
0.15,0.10,1500,78163.530990371896543395251632
0.15,0.10,1600,85363.34327688932739276114182
0.15,0.10,1700,92563.15556340675824212703200
0.15,0.10,1800,99762.96784992418909149292218
0.15,0.10,1900,106962.78013644161994085881237
0.15,0.10,2000,114162.59242295905079022470255
0.15,0.11,500,21075.03914519758804973634979
0.15,0.11,600,28274.85143171501889910223996
0.15,0.11,700,35474.66371823244974846813016
0.15,0.11,800,42674.47600474988059783402036
0.15,0.11,900,49874.28829126731144719991053
0.15,0.11,1000,57074.10057778474229656580067
0.15,0.11,1100,64273.91286430217314593169089
0.15,0.11,1200,71473.72515081960399529758109
0.15,0.11,1300,78673.53743733703484466347127
0.15,0.11,1400,85873.34972385446569402936144
0.15,0.11,1500,93073.16201037189654339525163
0.15,0.11,1600,100272.97429688932739276114182
0.15,0.11,1700,107472.78658340675824212703200
0.15,0.11,1800,114672.59886992418909149292218
0.15,0.11,1900,121872.41115644161994085881237
0.15,0.11,2000,129072.22344295905079022470255
0.15,0.12,500,36531.74476519758804973634979
0.15,0.12,600,43731.55705171501889910223996
0.15,0.12,700,50931.36933823244974846813016
0.15,0.12,800,58131.18162474988059783402036
0.15,0.12,900,65330.99391126731144719991053
0.15,0.12,1000,72530.80619778474229656580067
0.15,0.12,1100,79730.61848430217314593169089
0.15,0.12,1200,86930.43077081960399529758109
0.15,0.12,1300,94130.24305733703484466347127
0.15,0.12,1400,101330.05534385446569402936144
0.15,0.12,1500,108529.86763037189654339525163
0.15,0.12,1600,115729.67991688932739276114182
0.15,0.12,1700,122929.49220340675824212703200
0.15,0.12,1800,130129.30448992418909149292218
0.15,0.12,1900,137329.11677644161994085881237
0.15,0.12,2000,144528.92906295905079022470255
0.15,0.13,500,52550.44398519758804973634979
0.15,0.13,600,59750.25627171501889910223996
0.15,0.13,700,66950.06855823244974846813016
0.15,0.13,800,74149.88084474988059783402036
0.15,0.13,900,81349.69313126731144719991053
0.15,0.13,1000,88549.50541778474229656580067
0.15,0.13,1100,95749.31770430217314593169089
0.15,0.13,1200,102949.12999081960399529758109
0.15,0.13,1300,110148.94227733703484466347127
0.15,0.13,1400,117348.75456385446569402936144
0.15,0.13,1500,124548.56685037189654339525163
0.15,0.13,1600,131748.37913688932739276114182
0.15,0.13,1700,138948.19142340675824212703200
0.15,0.13,1800,146148.00370992418909149292218
0.15,0.13,1900,153347.81599644161994085881237
0.15,0.13,2000,160547.62828295905079022470255
0.15,0.14,500,69146.32460519758804973634979
0.15,0.14,600,76346.13689171501889910223996
0.15,0.14,700,83545.94917823244974846813016
0.15,0.14,800,90745.76146474988059783402036
0.15,0.14,900,97945.57375126731144719991053
0.15,0.14,1000,105145.38603778474229656580067
0.15,0.14,1100,112345.19832430217314593169089
0.15,0.14,1200,119545.01061081960399529758109
0.15,0.14,1300,126744.82289733703484466347127
0.15,0.14,1400,133944.63518385446569402936144
0.15,0.14,1500,141144.44747037189654339525163
0.15,0.14,1600,148344.25975688932739276114182
0.15,0.14,1700,155544.07204340675824212703200
0.15,0.14,1800,162743.88432992418909149292218
0.15,0.14,1900,169943.69661644161994085881237
0.15,0.14,2000,177143.50890295905079022470255
0.15,0.15,500,86334.84562519758804973634979
0.15,0.15,600,93534.65791171501889910223996
0.15,0.15,700,100734.47019823244974846813016
0.15,0.15,800,107934.28248474988059783402036
0.15,0.15,900,115134.09477126731144719991053
0.15,0.15,1000,122333.90705778474229656580067
0.15,0.15,1100,129533.71934430217314593169089
0.15,0.15,1200,136733.53163081960399529758109
0.15,0.15,1300,143933.34391733703484466347127
0.15,0.15,1400,151133.15620385446569402936144
0.15,0.15,1500,158332.96849037189654339525163
0.15,0.15,1600,165532.78077688932739276114182
0.15,0.15,1700,172732.59306340675824212703200
0.15,0.15,1800,179932.40534992418909149292218
0.15,0.15,1900,187132.21763644161994085881237
0.15,0.15,2000,194332.02992295905079022470255
0.16,-0.15,500,-236907.25669720257255290173362
0.16,-0.15,600,-229707.44441068514170353584341
0.16,-0.15,700,-222507.63212416771085416995320
0.16,-0.15,800,-215307.81983765028000480406305
0.16,-0.15,900,-208108.00755113284915543817283
0.16,-0.15,1000,-200908.19526461541830607228268
0.16,-0.15,1100,-193708.38297809798745670639248
0.16,-0.15,1200,-186508.57069158055660734050230
0.16,-0.15,1300,-179308.75840506312575797461210
0.16,-0.15,1400,-172108.94611854569490860872193
0.16,-0.15,1500,-164909.13383202826405924283173
0.16,-0.15,1600,-157709.32154551083320987694156
0.16,-0.15,1700,-150509.50925899340236051105137
0.16,-0.15,1800,-143309.69697247597151114516118
0.16,-0.15,1900,-136109.88468595854066177927101
0.16,-0.15,2000,-128910.07239944110981241338082
0.16,-0.14,500,-231562.91567720257255290173362
0.16,-0.14,600,-224363.10339068514170353584341
0.16,-0.14,700,-217163.29110416771085416995320
0.16,-0.14,800,-209963.47881765028000480406305
0.16,-0.14,900,-202763.66653113284915543817283
0.16,-0.14,1000,-195563.85424461541830607228268
0.16,-0.14,1100,-188364.04195809798745670639248
