mortgageInterestRate,propertyValueYearlyIncrease,initialMonthlyRentPrice,delta
0.05,0.14,1100,207609.11593098915540552416443
0.05,0.14,1200,214808.92821750658625489005462
0.05,0.14,1300,222008.74050402401710425594480
0.05,0.14,1400,229208.55279054144795362183498
0.05,0.14,1500,236408.36507705887880298772517
0.05,0.14,1600,243608.17736357630965235361535
0.05,0.14,1700,250807.98965009374050171950554
0.05,0.14,1800,258007.80193661117135108539572
0.05,0.14,1900,265207.61422312860220045128591
0.05,0.14,2000,272407.42650964603304981717610
0.05,0.15,500,181598.76323188457030932882332
0.05,0.15,600,188798.57551840200115869471350
0.05,0.15,700,195998.38780491943200806060369
0.05,0.15,800,203198.20009143686285742649387
0.05,0.15,900,210398.01237795429370679238406
0.05,0.15,1000,217597.82466447172455615827424
0.05,0.15,1100,224797.63695098915540552416443
0.05,0.15,1200,231997.44923750658625489005462
0.05,0.15,1300,239197.26152402401710425594480
0.05,0.15,1400,246397.07381054144795362183498
0.05,0.15,1500,253596.88609705887880298772517
0.05,0.15,1600,260796.69838357630965235361535
0.05,0.15,1700,267996.51067009374050171950554
0.05,0.15,1800,275196.32295661117135108539572
0.05,0.15,1900,282396.13524312860220045128591
0.05,0.15,2000,289595.94752964603304981717610
0.06,-0.15,500,-141133.08863189748177990519653
0.06,-0.15,600,-133933.27634538005093053930634
0.06,-0.15,700,-126733.46405886262008117341616
0.06,-0.15,800,-119533.65177234518923180752598
0.06,-0.15,900,-112333.83948582775838244163580
0.06,-0.15,1000,-105134.02719931032753307574561
0.06,-0.15,1100,-97934.21491279289668370985542
0.06,-0.15,1200,-90734.40262627546583434396524
0.06,-0.15,1300,-83534.59033975803498497807506
0.06,-0.15,1400,-76334.778053240604135612184873
0.06,-0.15,1500,-69134.965766723173286246294688
0.06,-0.15,1600,-61935.153480205742436880404497
0.06,-0.15,1700,-54735.341193688311587514514315
0.06,-0.15,1800,-47535.528907170880738148624130
0.06,-0.15,1900,-40335.716620653449888782733950
0.06,-0.15,2000,-33135.904334136019039416843762
0.06,-0.14,500,-135788.74761189748177990519653
0.06,-0.14,600,-128588.93532538005093053930634
0.06,-0.14,700,-121389.12303886262008117341616
0.06,-0.14,800,-114189.31075234518923180752598
0.06,-0.14,900,-106989.49846582775838244163580
0.06,-0.14,1000,-99789.68617931032753307574561
0.06,-0.14,1100,-92589.87389279289668370985542
0.06,-0.14,1200,-85390.06160627546583434396524
0.06,-0.14,1300,-78190.249319758034984978075057
0.06,-0.14,1400,-70990.437033240604135612184873
0.06,-0.14,1500,-63790.624746723173286246294688
0.06,-0.14,1600,-56590.812460205742436880404497
0.06,-0.14,1700,-49391.000173688311587514514315
0.06,-0.14,1800,-42191.187887170880738148624130
0.06,-0.14,1900,-34991.375600653449888782733950
0.06,-0.14,2000,-27791.563314136019039416843762
0.06,-0.13,500,-130189.96699189748177990519653
0.06,-0.13,600,-122990.15470538005093053930634
0.06,-0.13,700,-115790.34241886262008117341616
0.06,-0.13,800,-108590.53013234518923180752598
0.06,-0.13,900,-101390.71784582775838244163580
0.06,-0.13,1000,-94190.90555931032753307574561
0.06,-0.13,1100,-86991.09327279289668370985542
0.06,-0.13,1200,-79791.28098627546583434396524
0.06,-0.13,1300,-72591.468699758034984978075057
0.06,-0.13,1400,-65391.656413240604135612184873
0.06,-0.13,1500,-58191.844126723173286246294688
0.06,-0.13,1600,-50992.031840205742436880404497
0.06,-0.13,1700,-43792.219553688311587514514315
0.06,-0.13,1800,-36592.407267170880738148624130
0.06,-0.13,1900,-29392.594980653449888782733950
0.06,-0.13,2000,-22192.782694136019039416843762
0.06,-0.12,500,-124327.76777189748177990519653
0.06,-0.12,600,-117127.95548538005093053930634
0.06,-0.12,700,-109928.14319886262008117341616
0.06,-0.12,800,-102728.33091234518923180752598
0.06,-0.12,900,-95528.51862582775838244163580
0.06,-0.12,1000,-88328.70633931032753307574561
0.06,-0.12,1100,-81128.89405279289668370985542
0.06,-0.12,1200,-73929.081766275465834343965238
0.06,-0.12,1300,-66729.269479758034984978075057
0.06,-0.12,1400,-59529.457193240604135612184873
0.06,-0.12,1500,-52329.644906723173286246294688
0.06,-0.12,1600,-45129.832620205742436880404497
0.06,-0.12,1700,-37930.020333688311587514514315
0.06,-0.12,1800,-30730.208047170880738148624130
0.06,-0.12,1900,-23530.395760653449888782733950
0.06,-0.12,2000,-16330.583474136019039416843762
0.06,-0.11,500,-118192.96215189748177990519653
0.06,-0.11,600,-110993.14986538005093053930634
0.06,-0.11,700,-103793.33757886262008117341616
0.06,-0.11,800,-96593.52529234518923180752598
0.06,-0.11,900,-89393.71300582775838244163580
0.06,-0.11,1000,-82193.90071931032753307574561
0.06,-0.11,1100,-74994.088432792896683709855425
0.06,-0.11,1200,-67794.276146275465834343965238
0.06,-0.11,1300,-60594.463859758034984978075057
0.06,-0.11,1400,-53394.651573240604135612184873
0.06,-0.11,1500,-46194.839286723173286246294688
0.06,-0.11,1600,-38995.027000205742436880404497
0.06,-0.11,1700,-31795.214713688311587514514315
0.06,-0.11,1800,-24595.402427170880738148624130
0.06,-0.11,1900,-17395.590140653449888782733950
0.06,-0.11,2000,-10195.777854136019039416843762
0.06,-0.10,500,-111776.15113189748177990519653
0.06,-0.10,600,-104576.33884538005093053930634
0.06,-0.10,700,-97376.52655886262008117341616
0.06,-0.10,800,-90176.71427234518923180752598
0.06,-0.10,900,-82976.90198582775838244163580
0.06,-0.10,1000,-75777.089699310327533075745612
0.06,-0.10,1100,-68577.277412792896683709855425
0.06,-0.10,1200,-61377.465126275465834343965238
0.06,-0.10,1300,-54177.652839758034984978075057
0.06,-0.10,1400,-46977.840553240604135612184873
0.06,-0.10,1500,-39778.028266723173286246294688
0.06,-0.10,1600,-32578.215980205742436880404497
0.06,-0.10,1700,-25378.403693688311587514514315
0.06,-0.10,1800,-18178.591407170880738148624130
0.06,-0.10,1900,-10978.779120653449888782733950
0.06,-0.10,2000,-3778.966834136019039416843762
0.06,-0.09,500,-105067.72211189748177990519653
0.06,-0.09,600,-97867.90982538005093053930634
0.06,-0.09,700,-90668.09753886262008117341616
0.06,-0.09,800,-83468.28525234518923180752598
0.06,-0.09,900,-76268.472965827758382441635798
0.06,-0.09,1000,-69068.660679310327533075745612
0.06,-0.09,1100,-61868.848392792896683709855425
0.06,-0.09,1200,-54669.036106275465834343965238
0.06,-0.09,1300,-47469.223819758034984978075057
0.06,-0.09,1400,-40269.411533240604135612184873
0.06,-0.09,1500,-33069.599246723173286246294688
0.06,-0.09,1600,-25869.786960205742436880404497
0.06,-0.09,1700,-18669.974673688311587514514315
0.06,-0.09,1800,-11470.162387170880738148624130
0.06,-0.09,1900,-4270.350100653449888782733950
0.06,-0.09,2000,2929.462185863980960583156238
0.06,-0.08,500,-98057.84649189748177990519653
0.06,-0.08,600,-90858.03420538005093053930634
0.06,-0.08,700,-83658.22191886262008117341616
0.06,-0.08,800,-76458.409632345189231807525983
0.06,-0.08,900,-69258.597345827758382441635798
0.06,-0.08,1000,-62058.785059310327533075745612
0.06,-0.08,1100,-54858.972772792896683709855425
0.06,-0.08,1200,-47659.160486275465834343965238
0.06,-0.08,1300,-40459.348199758034984978075057
0.06,-0.08,1400,-33259.535913240604135612184873
0.06,-0.08,1500,-26059.723626723173286246294688
0.06,-0.08,1600,-18859.911340205742436880404497
0.06,-0.08,1700,-11660.099053688311587514514315
0.06,-0.08,1800,-4460.286767170880738148624130
0.06,-0.08,1900,2739.525519346550111217266050
0.06,-0.08,2000,9939.337805863980960583156238
0.06,-0.07,500,-90736.47727189748177990519653
0.06,-0.07,600,-83536.66498538005093053930634
0.06,-0.07,700,-76336.852698862620081173416163
0.06,-0.07,800,-69137.040412345189231807525983
0.06,-0.07,900,-61937.228125827758382441635798
0.06,-0.07,1000,-54737.415839310327533075745612
0.06,-0.07,1100,-47537.603552792896683709855425
0.06,-0.07,1200,-40337.791266275465834343965238
0.06,-0.07,1300,-33137.978979758034984978075057
0.06,-0.07,1400,-25938.166693240604135612184873
0.06,-0.07,1500,-18738.354406723173286246294688
0.06,-0.07,1600,-11538.542120205742436880404497
0.06,-0.07,1700,-4338.729833688311587514514315
0.06,-0.07,1800,2861.082452829119261851375870
0.06,-0.07,1900,10060.894739346550111217266050
0.06,-0.07,2000,17260.707025863980960583156238
0.06,-0.06,500,-83093.34665189748177990519653
0.06,-0.06,600,-75893.534365380050930539306345
0.06,-0.06,700,-68693.722078862620081173416163
0.06,-0.06,800,-61493.909792345189231807525983
0.06,-0.06,900,-54294.097505827758382441635798
0.06,-0.06,1000,-47094.285219310327533075745612
0.06,-0.06,1100,-39894.472932792896683709855425
0.06,-0.06,1200,-32694.660646275465834343965238
0.06,-0.06,1300,-25494.848359758034984978075057
0.06,-0.06,1400,-18295.036073240604135612184873
0.06,-0.06,1500,-11095.223786723173286246294688
0.06,-0.06,1600,-3895.4115002057424368804044973
0.06,-0.06,1700,3304.400786311688412485485685
0.06,-0.06,1800,10504.213072829119261851375870
0.06,-0.06,1900,17704.025359346550111217266050
0.06,-0.06,2000,24903.837645863980960583156238
0.06,-0.05,500,-75117.963631897481779905196534
0.06,-0.05,600,-67918.151345380050930539306345
0.06,-0.05,700,-60718.339058862620081173416163
0.06,-0.05,800,-53518.526772345189231807525983
0.06,-0.05,900,-46318.714485827758382441635798
0.06,-0.05,1000,-39118.902199310327533075745612
0.06,-0.05,1100,-31919.089912792896683709855425
0.06,-0.05,1200,-24719.277626275465834343965238
0.06,-0.05,1300,-17519.465339758034984978075057
0.06,-0.05,1400,-10319.653053240604135612184873
0.06,-0.05,1500,-3119.8407667231732862462946882
0.06,-0.05,1600,4079.9715197942575631195955027
0.06,-0.05,1700,11279.783806311688412485485685
0.06,-0.05,1800,18479.596092829119261851375870
0.06,-0.05,1900,25679.408379346550111217266050
0.06,-0.05,2000,32879.220665863980960583156238
0.06,-0.04,500,-66799.611611897481779905196534
0.06,-0.04,600,-59599.799325380050930539306345
0.06,-0.04,700,-52399.987038862620081173416163
0.06,-0.04,800,-45200.174752345189231807525983
0.06,-0.04,900,-38000.362465827758382441635798
0.06,-0.04,1000,-30800.550179310327533075745612
0.06,-0.04,1100,-23600.737892792896683709855425
0.06,-0.04,1200,-16400.925606275465834343965238
0.06,-0.04,1300,-9201.113319758034984978075057
0.06,-0.04,1400,-2001.301033240604135612184873
0.06,-0.04,1500,5198.5112532768267137537053118
0.06,-0.04,1600,12398.323539794257563119595503
0.06,-0.04,1700,19598.135826311688412485485685
0.06,-0.04,1800,26797.948112829119261851375870
0.06,-0.04,1900,33997.760399346550111217266050
0.06,-0.04,2000,41197.572685863980960583156238
0.06,-0.03,500,-58127.345991897481779905196534
0.06,-0.03,600,-50927.533705380050930539306345
0.06,-0.03,700,-43727.721418862620081173416163
0.06,-0.03,800,-36527.909132345189231807525983
0.06,-0.03,900,-29328.096845827758382441635798
0.06,-0.03,1000,-22128.284559310327533075745612
0.06,-0.03,1100,-14928.472272792896683709855425
0.06,-0.03,1200,-7728.659986275465834343965238
0.06,-0.03,1300,-528.847699758034984978075057
0.06,-0.03,1400,6670.964586759395864387815127
0.06,-0.03,1500,13870.776873276826713753705312
0.06,-0.03,1600,21070.589159794257563119595503
0.06,-0.03,1700,28270.401446311688412485485685
0.06,-0.03,1800,35470.213732829119261851375870
0.06,-0.03,1900,42670.026019346550111217266050
0.06,-0.03,2000,49869.838305863980960583156238
0.06,-0.02,500,-49089.991771897481779905196534
0.06,-0.02,600,-41890.179485380050930539306345
0.06,-0.02,700,-34690.367198862620081173416163
0.06,-0.02,800,-27490.554912345189231807525983
0.06,-0.02,900,-20290.742625827758382441635798
0.06,-0.02,1000,-13090.930339310327533075745612
0.06,-0.02,1100,-5891.118052792896683709855425
0.06,-0.02,1200,1308.694233724534165656034762
0.06,-0.02,1300,8508.506520241965015021924943
0.06,-0.02,1400,15708.318806759395864387815127
0.06,-0.02,1500,22908.131093276826713753705312
0.06,-0.02,1600,30107.943379794257563119595503
0.06,-0.02,1700,37307.755666311688412485485685
0.06,-0.02,1800,44507.567952829119261851375870
0.06,-0.02,1900,51707.380239346550111217266050
0.06,-0.02,2000,58907.192525863980960583156238
0.06,-0.01,500,-39676.141151897481779905196534
0.06,-0.01,600,-32476.328865380050930539306345
0.06,-0.01,700,-25276.516578862620081173416163
0.06,-0.01,800,-18076.704292345189231807525983
0.06,-0.01,900,-10876.892005827758382441635798
0.06,-0.01,1000,-3677.079719310327533075745612
0.06,-0.01,1100,3522.732567207103316290144575
0.06,-0.01,1200,10722.544853724534165656034762
0.06,-0.01,1300,17922.357140241965015021924943
0.06,-0.01,1400,25122.169426759395864387815127
0.06,-0.01,1500,32321.981713276826713753705312
0.06,-0.01,1600,39521.793999794257563119595503
0.06,-0.01,1700,46721.606286311688412485485685
0.06,-0.01,1800,53921.418572829119261851375870
0.06,-0.01,1900,61121.230859346550111217266050
0.06,-0.01,2000,68321.043145863980960583156238
0.06,0.00,500,-29874.151131897481779905196534
0.06,0.00,600,-22674.338845380050930539306345
0.06,0.00,700,-15474.526558862620081173416163
0.06,0.00,800,-8274.714272345189231807525983
0.06,0.00,900,-1074.901985827758382441635798
0.06,0.00,1000,6124.910300689672466924254388
0.06,0.00,1100,13324.722587207103316290144575
0.06,0.00,1200,20524.534873724534165656034762
0.06,0.00,1300,27724.347160241965015021924943
0.06,0.00,1400,34924.159446759395864387815127
0.06,0.00,1500,42123.971733276826713753705312
0.06,0.00,1600,49323.784019794257563119595503
0.06,0.00,1700,56523.596306311688412485485685
0.06,0.00,1800,63723.408592829119261851375870
0.06,0.00,1900,70923.220879346550111217266050
0.06,0.00,2000,78123.033165863980960583156238
0.06,0.01,500,-19672.141111897481779905196534
0.06,0.01,600,-12472.328825380050930539306345
0.06,0.01,700,-5272.516538862620081173416163
0.06,0.01,800,1927.295747654810768192474017
0.06,0.01,900,9127.108034172241617558364202
0.06,0.01,1000,16326.920320689672466924254388
0.06,0.01,1100,23526.732607207103316290144575
0.06,0.01,1200,30726.544893724534165656034762
0.06,0.01,1300,37926.357180241965015021924943
0.06,0.01,1400,45126.169466759395864387815127
0.06,0.01,1500,52325.981753276826713753705312
0.06,0.01,1600,59525.794039794257563119595503
0.06,0.01,1700,66725.606326311688412485485685
0.06,0.01,1800,73925.418612829119261851375870
0.06,0.01,1900,81125.23089934655011121726605
0.06,0.01,2000,88325.04318586398096058315624
0.06,0.02,500,-9057.990491897481779905196534
0.06,0.02,600,-1858.178205380050930539306345
0.06,0.02,700,5341.634081137379918826583837
0.06,0.02,800,12541.446367654810768192474017
0.06,0.02,900,19741.258654172241617558364202
0.06,0.02,1000,26941.070940689672466924254388
0.06,0.02,1100,34140.883227207103316290144575
0.06,0.02,1200,41340.695513724534165656034762
0.06,0.02,1300,48540.507800241965015021924943
0.06,0.02,1400,55740.320086759395864387815127
0.06,0.02,1500,62940.132373276826713753705312
0.06,0.02,1600,70139.944659794257563119595503
0.06,0.02,1700,77339.756946311688412485485685
0.06,0.02,1800,84539.56923282911926185137587
0.06,0.02,1900,91739.38151934655011121726605
0.06,0.02,2000,98939.19380586398096058315624
0.06,0.03,500,1980.663728102518220094803466
0.06,0.03,600,9180.476014619949069460693655
0.06,0.03,700,16380.288301137379918826583837
0.06,0.03,800,23580.100587654810768192474017
0.06,0.03,900,30779.912874172241617558364202
0.06,0.03,1000,37979.725160689672466924254388
0.06,0.03,1100,45179.537447207103316290144575
0.06,0.03,1200,52379.349733724534165656034762
0.06,0.03,1300,59579.162020241965015021924943
0.06,0.03,1400,66778.974306759395864387815127
0.06,0.03,1500,73978.786593276826713753705312
0.06,0.03,1600,81178.59887979425756311959550
0.06,0.03,1700,88378.41116631168841248548568
0.06,0.03,1800,95578.22345282911926185137587
0.06,0.03,1900,102778.03573934655011121726605
0.06,0.03,2000,109977.84802586398096058315624
0.06,0.04,500,13456.429348102518220094803466
0.06,0.04,600,20656.241634619949069460693655
0.06,0.04,700,27856.053921137379918826583837
0.06,0.04,800,35055.866207654810768192474017
0.06,0.04,900,42255.678494172241617558364202
0.06,0.04,1000,49455.490780689672466924254388
0.06,0.04,1100,56655.303067207103316290144575
0.06,0.04,1200,63855.115353724534165656034762
0.06,0.04,1300,71054.927640241965015021924943
0.06,0.04,1400,78254.739926759395864387815127
0.06,0.04,1500,85454.55221327682671375370531
0.06,0.04,1600,92654.36449979425756311959550
0.06,0.04,1700,99854.17678631168841248548568
0.06,0.04,1800,107053.98907282911926185137587
0.06,0.04,1900,114253.80135934655011121726605
0.06,0.04,2000,121453.61364586398096058315624
0.06,0.05,500,25382.161368102518220094803466
0.06,0.05,600,32581.973654619949069460693655
0.06,0.05,700,39781.785941137379918826583837
0.06,0.05,800,46981.598227654810768192474017
0.06,0.05,900,54181.410514172241617558364202
0.06,0.05,1000,61381.222800689672466924254388
0.06,0.05,1100,68581.035087207103316290144575
0.06,0.05,1200,75780.847373724534165656034762
0.06,0.05,1300,82980.65966024196501502192494
0.06,0.05,1400,90180.47194675939586438781513
0.06,0.05,1500,97380.28423327682671375370531
0.06,0.05,1600,104580.09651979425756311959550
0.06,0.05,1700,111779.90880631168841248548568
0.06,0.05,1800,118979.72109282911926185137587
0.06,0.05,1900,126179.53337934655011121726605
0.06,0.05,2000,133379.34566586398096058315624
0.06,0.06,500,37770.964388102518220094803466
0.06,0.06,600,44970.776674619949069460693655
0.06,0.06,700,52170.588961137379918826583837
0.06,0.06,800,59370.401247654810768192474017
0.06,0.06,900,66570.213534172241617558364202
0.06,0.06,1000,73770.025820689672466924254388
0.06,0.06,1100,80969.83810720710331629014458
0.06,0.06,1200,88169.65039372453416565603476
0.06,0.06,1300,95369.46268024196501502192494
0.06,0.06,1400,102569.27496675939586438781513
0.06,0.06,1500,109769.08725327682671375370531
0.06,0.06,1600,116968.89953979425756311959550
0.06,0.06,1700,124168.71182631168841248548568
0.06,0.06,1800,131368.52411282911926185137587
0.06,0.06,1900,138568.33639934655011121726605
0.06,0.06,2000,145768.14868586398096058315624
0.06,0.07,500,50636.195008102518220094803466
0.06,0.07,600,57836.007294619949069460693655
0.06,0.07,700,65035.819581137379918826583837
0.06,0.07,800,72235.631867654810768192474017
0.06,0.07,900,79435.44415417224161755836420
0.06,0.07,1000,86635.25644068967246692425439
0.06,0.07,1100,93835.06872720710331629014458
0.06,0.07,1200,101034.88101372453416565603476
0.06,0.07,1300,108234.69330024196501502192494
0.06,0.07,1400,115434.50558675939586438781513
0.06,0.07,1500,122634.31787327682671375370531
0.06,0.07,1600,129834.13015979425756311959550
0.06,0.07,1700,137033.94244631168841248548568
0.06,0.07,1800,144233.75473282911926185137587
0.06,0.07,1900,151433.56701934655011121726605
0.06,0.07,2000,158633.37930586398096058315624
0.06,0.08,500,63991.464228102518220094803466
0.06,0.08,600,71191.276514619949069460693655
0.06,0.08,700,78391.088801137379918826583837
0.06,0.08,800,85590.90108765481076819247402
0.06,0.08,900,92790.71337417224161755836420
0.06,0.08,1000,99990.52566068967246692425439
0.06,0.08,1100,107190.33794720710331629014458
0.06,0.08,1200,114390.15023372453416565603476
0.06,0.08,1300,121589.96252024196501502192494
0.06,0.08,1400,128789.77480675939586438781513
0.06,0.08,1500,135989.58709327682671375370531
0.06,0.08,1600,143189.39937979425756311959550
0.06,0.08,1700,150389.21166631168841248548568
0.06,0.08,1800,157589.02395282911926185137587
0.06,0.08,1900,164788.83623934655011121726605
0.06,0.08,2000,171988.64852586398096058315624
0.06,0.09,500,77850.639848102518220094803466
0.06,0.09,600,85050.45213461994906946069366
0.06,0.09,700,92250.26442113737991882658384
0.06,0.09,800,99450.07670765481076819247402
0.06,0.09,900,106649.88899417224161755836420
0.06,0.09,1000,113849.70128068967246692425439
0.06,0.09,1100,121049.51356720710331629014458
0.06,0.09,1200,128249.32585372453416565603476
0.06,0.09,1300,135449.13814024196501502192494
0.06,0.09,1400,142648.95042675939586438781513
0.06,0.09,1500,149848.76271327682671375370531
0.06,0.09,1600,157048.57499979425756311959550
0.06,0.09,1700,164248.38728631168841248548568
0.06,0.09,1800,171448.19957282911926185137587
0.06,0.09,1900,178648.01185934655011121726605
0.06,0.09,2000,185847.82414586398096058315624
0.06,0.10,500,92227.84886810251822009480347
0.06,0.10,600,99427.66115461994906946069366
0.06,0.10,700,106627.47344113737991882658384
0.06,0.10,800,113827.28572765481076819247402
0.06,0.10,900,121027.09801417224161755836420
0.06,0.10,1000,128226.91030068967246692425439
0.06,0.10,1100,135426.72258720710331629014458
0.06,0.10,1200,142626.53487372453416565603476
0.06,0.10,1300,149826.34716024196501502192494
0.06,0.10,1400,157026.15944675939586438781513
0.06,0.10,1500,164225.97173327682671375370531
0.06,0.10,1600,171425.78401979425756311959550
0.06,0.10,1700,178625.59630631168841248548568
0.06,0.10,1800,185825.40859282911926185137587
0.06,0.10,1900,193025.22087934655011121726605
0.06,0.10,2000,200225.03316586398096058315624
0.06,0.11,500,107137.47988810251822009480347
0.06,0.11,600,114337.29217461994906946069366
0.06,0.11,700,121537.10446113737991882658384
0.06,0.11,800,128736.91674765481076819247402
0.06,0.11,900,135936.72903417224161755836420
0.06,0.11,1000,143136.54132068967246692425439
0.06,0.11,1100,150336.35360720710331629014458
0.06,0.11,1200,157536.16589372453416565603476
0.06,0.11,1300,164735.97818024196501502192494
0.06,0.11,1400,171935.79046675939586438781513
0.06,0.11,1500,179135.60275327682671375370531
0.06,0.11,1600,186335.41503979425756311959550
0.06,0.11,1700,193535.22732631168841248548568
0.06,0.11,1800,200735.03961282911926185137587
0.06,0.11,1900,207934.85189934655011121726605
0.06,0.11,2000,215134.66418586398096058315624
0.06,0.12,500,122594.18550810251822009480347
0.06,0.12,600,129793.99779461994906946069366
0.06,0.12,700,136993.81008113737991882658384
0.06,0.12,800,144193.62236765481076819247402
0.06,0.12,900,151393.43465417224161755836420
0.06,0.12,1000,158593.24694068967246692425439
0.06,0.12,1100,165793.05922720710331629014458
0.06,0.12,1200,172992.87151372453416565603476
0.06,0.12,1300,180192.68380024196501502192494
0.06,0.12,1400,187392.49608675939586438781513
0.06,0.12,1500,194592.30837327682671375370531
0.06,0.12,1600,201792.12065979425756311959550
0.06,0.12,1700,208991.93294631168841248548568
0.06,0.12,1800,216191.74523282911926185137587
0.06,0.12,1900,223391.55751934655011121726605
0.06,0.12,2000,230591.36980586398096058315624
0.06,0.13,500,138612.88472810251822009480347
0.06,0.13,600,145812.69701461994906946069366
0.06,0.13,700,153012.50930113737991882658384
0.06,0.13,800,160212.32158765481076819247402
0.06,0.13,900,167412.13387417224161755836420
0.06,0.13,1000,174611.94616068967246692425439
0.06,0.13,1100,181811.75844720710331629014458
0.06,0.13,1200,189011.57073372453416565603476
0.06,0.13,1300,196211.38302024196501502192494
0.06,0.13,1400,203411.19530675939586438781513
0.06,0.13,1500,210611.00759327682671375370531
0.06,0.13,1600,217810.81987979425756311959550
0.06,0.13,1700,225010.63216631168841248548568
0.06,0.13,1800,232210.44445282911926185137587
0.06,0.13,1900,239410.25673934655011121726605
0.06,0.13,2000,246610.06902586398096058315624
0.06,0.14,500,155208.76534810251822009480347
0.06,0.14,600,162408.57763461994906946069366
0.06,0.14,700,169608.38992113737991882658384
0.06,0.14,800,176808.20220765481076819247402
0.06,0.14,900,184008.01449417224161755836420
0.06,0.14,1000,191207.82678068967246692425439
0.06,0.14,1100,198407.63906720710331629014458
0.06,0.14,1200,205607.45135372453416565603476
0.06,0.14,1300,212807.26364024196501502192494
0.06,0.14,1400,220007.07592675939586438781513
0.06,0.14,1500,227206.88821327682671375370531
0.06,0.14,1600,234406.70049979425756311959550
0.06,0.14,1700,241606.51278631168841248548568
0.06,0.14,1800,248806.32507282911926185137587
0.06,0.14,1900,256006.13735934655011121726605
0.06,0.14,2000,263205.94964586398096058315624
0.06,0.15,500,172397.28636810251822009480347
0.06,0.15,600,179597.09865461994906946069366
0.06,0.15,700,186796.91094113737991882658384
0.06,0.15,800,193996.72322765481076819247402
0.06,0.15,900,201196.53551417224161755836420
0.06,0.15,1000,208396.34780068967246692425439
0.06,0.15,1100,215596.16008720710331629014458
0.06,0.15,1200,222795.97237372453416565603476
0.06,0.15,1300,229995.78466024196501502192494
0.06,0.15,1400,237195.59694675939586438781513
0.06,0.15,1500,244395.40923327682671375370531
0.06,0.15,1600,251595.22151979425756311959550
0.06,0.15,1700,258795.03380631168841248548568
0.06,0.15,1800,265994.84609282911926185137587
0.06,0.15,1900,273194.65837934655011121726605
0.06,0.15,2000,280394.47066586398096058315624
0.07,-0.15,500,-150447.27939736229885169535305
0.07,-0.15,600,-143247.46711084486800232946287
0.07,-0.15,700,-136047.65482432743715296357269
0.07,-0.15,800,-128847.84253781000630359768250
0.07,-0.15,900,-121648.03025129257545423179232
0.07,-0.15,1000,-114448.21796477514460486590213
0.07,-0.15,1100,-107248.40567825771375550001195
0.07,-0.15,1200,-100048.59339174028290613412177
0.07,-0.15,1300,-92848.78110522285205676823158
0.07,-0.15,1400,-85648.96881870542120740234139
0.07,-0.15,1500,-78449.156532187990358036451210
0.07,-0.15,1600,-71249.344245670559508670561025
0.07,-0.15,1700,-64049.531959153128659304670840
0.07,-0.15,1800,-56849.719672635697809938780657
0.07,-0.15,1900,-49649.907386118266960572890472
0.07,-0.15,2000,-42450.095099600836111207000286
0.07,-0.14,500,-145102.93837736229885169535305
0.07,-0.14,600,-137903.12609084486800232946287
0.07,-0.14,700,-130703.31380432743715296357269
0.07,-0.14,800,-123503.50151781000630359768250
0.07,-0.14,900,-116303.68923129257545423179232
0.07,-0.14,1000,-109103.87694477514460486590213
0.07,-0.14,1100,-101904.06465825771375550001195
0.07,-0.14,1200,-94704.25237174028290613412177
0.07,-0.14,1300,-87504.44008522285205676823158
0.07,-0.14,1400,-80304.62779870542120740234139
0.07,-0.14,1500,-73104.815512187990358036451210
0.07,-0.14,1600,-65905.003225670559508670561025
0.07,-0.14,1700,-58705.190939153128659304670840
0.07,-0.14,1800,-51505.378652635697809938780657
0.07,-0.14,1900,-44305.566366118266960572890472
0.07,-0.14,2000,-37105.754079600836111207000286
0.07,-0.13,500,-139504.15775736229885169535305
0.07,-0.13,600,-132304.34547084486800232946287
0.07,-0.13,700,-125104.53318432743715296357269
0.07,-0.13,800,-117904.72089781000630359768250
0.07,-0.13,900,-110704.90861129257545423179232
0.07,-0.13,1000,-103505.09632477514460486590213
0.07,-0.13,1100,-96305.28403825771375550001195
0.07,-0.13,1200,-89105.47175174028290613412177
0.07,-0.13,1300,-81905.65946522285205676823158
0.07,-0.13,1400,-74705.847178705421207402341394
0.07,-0.13,1500,-67506.034892187990358036451210
0.07,-0.13,1600,-60306.222605670559508670561025
0.07,-0.13,1700,-53106.410319153128659304670840
0.07,-0.13,1800,-45906.598032635697809938780657
0.07,-0.13,1900,-38706.785746118266960572890472
0.07,-0.13,2000,-31506.973459600836111207000286
0.07,-0.12,500,-133641.95853736229885169535305
0.07,-0.12,600,-126442.14625084486800232946287
0.07,-0.12,700,-119242.33396432743715296357269
0.07,-0.12,800,-112042.52167781000630359768250
0.07,-0.12,900,-104842.70939129257545423179232
0.07,-0.12,1000,-97642.89710477514460486590213
0.07,-0.12,1100,-90443.08481825771375550001195
0.07,-0.12,1200,-83243.27253174028290613412177
0.07,-0.12,1300,-76043.460245222852056768231580
0.07,-0.12,1400,-68843.647958705421207402341394
0.07,-0.12,1500,-61643.835672187990358036451210
0.07,-0.12,1600,-54444.023385670559508670561025
0.07,-0.12,1700,-47244.211099153128659304670840
0.07,-0.12,1800,-40044.398812635697809938780657
0.07,-0.12,1900,-32844.586526118266960572890472
0.07,-0.12,2000,-25644.774239600836111207000286
0.07,-0.11,500,-127507.15291736229885169535305
0.07,-0.11,600,-120307.34063084486800232946287
0.07,-0.11,700,-113107.52834432743715296357269
